3,10,50
5,10,50
10,10,50
20,10,50
3,50,50
5,50,50
10,50,50
20,50,50
3,200,50
5,200,50
10,200,50
20,200,50
3,10,200
5,10,200
10,10,200
20,10,200
3,50,200
5,50,200
10,50,200
20,50,200
3,200,200
5,200,200
10,200,200
20,200,200
3,10,500
5,10,500
10,10,500
20,10,500
3,50,500
5,50,500
10,50,500
20,50,500
3,200,500
5,200,500
10,200,500
20,200,500
